l_id;wkt_srid_4326;;;;;;;
l522;"SRID=4326;LINESTRING(8.25192553682682 47.6397698245713,7.75186259053916 48.0964057598548)";0.530957177;520.3380339;980;2;;-520.3380339;520.3380339
l523;"SRID=4326;LINESTRING(7.75186259053916 48.0964057598548,7.91072937298184 48.501288357463)";0.868579446;851.2078572;980;2;;-851.2078572;851.2078572
l524;"SRID=4326;LINESTRING(6.17791450795649 49.9530651407752,6.4747398132316 49.9224693104147)";0.357390479;350.2426697;980;2;;350.2426697;350.2426697
l525;"SRID=4326;LINESTRING(6.21102035001899 49.958625762817,6.17791450795649 49.9530651407752)";0.487005522;238.6327058;490;1;;238.6327058;238.6327058
l526;"SRID=4326;LINESTRING(6.11451707744375 49.9053646883447,6.21102035001899 49.958625762817)";0.903802544;442.8632467;490;1;;442.8632467;442.8632467
l527;"SRID=4326;LINESTRING(6.21102035001899 49.958625762817,6.08346046717716 49.7764406544559)";1;490;490;1;;-490;490
l528;"SRID=4326;LINESTRING(6.27694180505096 49.1977400931517,6.77320788478575 49.2910742282334)";0.110904317;377.0746777;3400;2;;-377.0746777;377.0746777
l529;"SRID=4326;LINESTRING(6.77320788478575 49.2910742282334,6.70365123666852 49.1385106493524)";0.245632053;120.3597058;490;1;;120.3597058;120.3597058
l530;"SRID=4326;LINESTRING(8.25192553682682 47.6397698245713,8.04936553586669 47.5508771216161)";0.142835551;139.9788402;980;2;;139.9788402;139.9788402
l531;"SRID=4326;LINESTRING(7.52228012599778 51.5321980611413,7.50006180009675 51.5351741198659)";0.488935899;479.157181;980;2;;479.157181;479.157181
l532;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,6.97593259448086 51.0376007513607)";0.16999247;166.5926204;980;2;;166.5926204;166.5926204
l533;"SRID=4326;LINESTRING(13.2428490525397 52.534954010528,13.2490284051015 52.5316239158784)";0.010845289;36.87398162;3400;2;;-36.87398162;36.87398162
l534;"SRID=4326;LINESTRING(9.04543499281662 48.9029620391364,8.56218199023421 49.1329499430444)";0.211045274;358.7769652;1700;1;;-358.7769652;358.7769652
l535;"SRID=4326;LINESTRING(8.4384675602346 49.2524597535318,8.62320969485988 49.356582256425)";0.920544101;1,565;1700;1;;-1564.924971;1564.924971
l536;"SRID=4326;LINESTRING(8.44131550430227 49.2514026918789,8.56218199023421 49.1329499430444)";0.212391658;361.0658184;1700;1;;361.0658184;361.0658184
l537;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.94281005788411 47.6530213753111)";0.028853864;49.05156951;1700;1;;49.05156951;49.05156951
l538;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.94281005788411 47.6530213753111)";0.02877889;48.92411317;1700;1;;48.92411317;48.92411317
l539;"SRID=4326;LINESTRING(9.50178971212981 53.5428143880013,9.06879107734103 53.5666414353503)";0.26331195;447.6303143;1700;1;;-447.6303143;447.6303143
l540;"SRID=4326;LINESTRING(8.51888183670623 53.2026352879915,9.06879107734103 53.5666414353503)";0.329371185;559.9310148;1700;1;;559.9310148;559.9310148
l541;"SRID=4326;LINESTRING(6.75552343093251 49.3648696290977,6.74137616899692 49.3574919769119)";0.066098819;64.77684221;980;2;;64.77684221;64.77684221
l542;"SRID=4326;LINESTRING(6.75552343093251 49.3648696290977,6.74970012443072 49.3651763762001)";0.642481546;314.8159576;490;1;;-314.8159576;314.8159576
l543;"SRID=4326;LINESTRING(6.75552343093251 49.3648696290977,6.76601568493305 49.3600771974691)";0.042335889;20.74458552;490;1;;20.74458552;20.74458552
l544;"SRID=4326;LINESTRING(6.99647662277982 49.3754093214106,6.77320788478575 49.2910742282334)";0.229193032;779.2563101;3400;2;;779.2563101;779.2563101
l545;"SRID=4326;LINESTRING(6.21102035001899 49.958625762817,6.4747398132316 49.9224693104147)";0.81916214;802.7788973;980;2;;802.7788973;802.7788973
l546;"SRID=4326;LINESTRING(6.21102035001899 49.958625762817,6.17791450795649 49.9530651407752)";0.487005522;238.6327058;490;1;;238.6327058;238.6327058
l547;"SRID=4326;LINESTRING(11.1937143678616 50.162202113478,11.6463786860412 50.5348769896165)";0.423855137;720.5537329;1700;1;;-720.5537329;720.5537329
l548;"SRID=4326;LINESTRING(12.082254511457 49.2974477819197,12.1504016727645 49.0127518366844)";0.109330465;53.57192784;490;1;;-53.57192784;53.57192784
l549;"SRID=4326;LINESTRING(7.60711615834737 51.8986046345034,7.59135990137681 51.9284416773768)";0.752347079;368.6500687;490;1;;368.6500687;368.6500687
l550;"SRID=4326;LINESTRING(8.44554253599103 48.9860882032815,8.45163254550249 49.0073972031011)";0.421426659;206.4990628;490;1;;206.4990628;206.4990628
l551;"SRID=4326;LINESTRING(8.9396926172441 52.4030332405173,8.99620820363651 52.3795880192563)";0.006903528;11.73599749;1700;1;;-11.73599749;11.73599749
l552;"SRID=4326;LINESTRING(9.56282339901178 48.7014898485108,9.3709192851844 48.7191279915177)";0.168523968;286.4907464;1700;1;;-286.4907464;286.4907464
l553;"SRID=4326;LINESTRING(9.3709192851844 48.7191279915177,9.37760581754005 48.8126068944115)";0.119070676;202.4201488;1700;1;;-202.4201488;202.4201488
l554;"SRID=4326;LINESTRING(9.40058897366435 48.6669524232075,9.37760581754005 48.8126068944115)";0.167987312;285.5784305;1700;1;;285.5784305;285.5784305
l555;"SRID=4326;LINESTRING(9.82158388744515 52.4248552966861,10.0876468394791 52.3151305685128)";0.48592334;238.1024366;490;1;;-238.1024366;238.1024366
l556;"SRID=4326;LINESTRING(9.15135403252636 49.1433834351561,9.07622547939074 49.3633869809985)";0.162673578;79.71005339;490;1;;79.71005339;79.71005339
l557;"SRID=4326;LINESTRING(10.1603033138907 49.9891567446732,10.1878290378895 49.9812166954503)";0.108864988;53.34384418;490;1;;53.34384418;53.34384418
l558;"SRID=4326;LINESTRING(10.1603033138907 49.9891567446732,10.1964916419935 50.0279724289148)";0.972512557;476.5311531;490;1;;-476.5311531;476.5311531
l559;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,10.1603033138907 49.9891567446732)";0.476031468;233.2554193;490;1;;-233.2554193;233.2554193
l560;"SRID=4326;LINESTRING(8.95870858956225 50.0826078209328,9.09051758008411 49.970041398809)";0.702829488;1,195;1700;1;;1194.810129;1194.810129
l561;"SRID=4326;LINESTRING(8.95870858956225 50.0826078209328,10.1878290378895 49.9812166954503)";0.14562702;247.5659344;1700;1;;247.5659344;247.5659344
l562;"SRID=4326;LINESTRING(9.09051758008411 49.970041398809,10.1878290378895 49.9812166954503)";0.034504789;58.65814174;1700;1;;-58.65814174;58.65814174
l563;"SRID=4326;LINESTRING(10.1603033138907 49.9891567446732,10.1878290378895 49.9812166954503)";0.108513826;184.4735035;1700;1;;184.4735035;184.4735035
l564;"SRID=4326;LINESTRING(10.1603033138907 49.9891567446732,10.1878290378895 49.9812166954503)";0.110799632;188.3593741;1700;1;;188.3593741;188.3593741
l565;"SRID=4326;LINESTRING(7.79256713751168 49.8105487905969,7.72920204621049 49.4826474377754)";0.08465139;41.47918116;490;1;;41.47918116;41.47918116
l566;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.70221847039735 51.7363525890089)";0.228332208;776.3295081;3400;2;;-776.3295081;776.3295081
l567;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.81399422708791 51.9834366629029)";0.184251209;90.28309242;490;1;;90.28309242;90.28309242
l568;"SRID=4326;LINESTRING(8.9322184779311 52.1933124598334,8.81399422708791 51.9834366629029)";0.038309343;18.77157784;490;1;;-18.77157784;18.77157784
l569;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.9322184779311 52.1933124598334)";0.151506926;74.23839397;490;1;;74.23839397;74.23839397
l570;"SRID=4326;LINESTRING(8.95904416676652 52.2784949940029,8.9322184779311 52.1933124598334)";0.067982623;66.6229707;980;2;;-66.6229707;66.6229707
l571;"SRID=4326;LINESTRING(9.59430167337064 49.7984427353847,9.09051758008411 49.970041398809)";0.906170179;888.0467754;980;2;;-888.0467754;888.0467754
l572;"SRID=4326;LINESTRING(11.1937143678616 50.162202113478,10.9729039325696 49.5585074124969)";0.675143524;1,148;1700;1;;1147.743991;1147.743991
l573;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,11.106734232098 49.9790817250407)";0.003210405;5.457687837;1700;1;;5.457687837;5.457687837
l574;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,10.9729039325696 49.5585074124969)";0.104286015;177.2862254;1700;1;;-177.2862254;177.2862254
l575;"SRID=4326;LINESTRING(8.95464418290241 50.0860157590432,9.09051758008411 49.970041398809)";0.145381558;142.4739268;980;2;;-142.4739268;142.4739268
l576;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,9.59430167337064 49.7984427353847)";1;980;980;2;;-980;980
l577;"SRID=4326;LINESTRING(7.17937918293452 51.4722019618656,7.17590444499639 51.4755782661564)";0.047896375;23.46922364;490;1;;-23.46922364;23.46922364
l578;"SRID=4326;LINESTRING(10.7610404155909 52.3677293936344,10.9993330683763 52.2001420103124)";0.168608935;286.6351896;1700;1;;-286.6351896;286.6351896
l579;"SRID=4326;LINESTRING(10.9993330683763 52.2001420103124,10.9772332757472 52.1694333350195)";0.019348189;32.89192209;1700;1;;32.89192209;32.89192209
l580;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,10.9993330683763 52.2001420103124)";0.076102226;129.3737842;1700;1;;129.3737842;129.3737842
l581;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,10.9993330683763 52.2001420103124)";0.076071012;129.3207208;1700;1;;129.3207208;129.3207208
l582;"SRID=4326;LINESTRING(10.2316415853389 48.5297622821597,9.88551515679306 48.3040743800139)";0.090895766;154.5228022;1700;1;;154.5228022;154.5228022
l583;"SRID=4326;LINESTRING(10.2224358208891 48.7367219779685,10.1174867467825 48.8971053680956)";0.31701642;538.9279137;1700;1;;-538.9279137;538.9279137
l584;"SRID=4326;LINESTRING(9.80131720045512 47.6525043492184,9.64533508631729 47.744596124126)";0.061245319;104.1170422;1700;1;;-104.1170422;104.1170422
l585;"SRID=4326;LINESTRING(10.4015869070369 48.509929747715,10.3917760727113 48.51846091102)";0.050932177;86.58470037;1700;1;;-86.58470037;86.58470037
l586;"SRID=4326;LINESTRING(8.80962335538861 50.2034747936076,8.61862776799214 50.0922498216736)";0.102481044;348.4355501;3400;2;;348.4355501;348.4355501
l587;"SRID=4326;LINESTRING(8.80962335538861 50.2034747936076,8.95870858956225 50.0826078209328)";0.384683172;653.961392;1700;1;;-653.961392;653.961392
l588;"SRID=4326;LINESTRING(9.34476101692227 53.9218370813918,9.72592506135105 54.2877858945732)";0.015620323;53.10909657;3400;2;;53.10909657;53.10909657
l589;"SRID=4326;LINESTRING(14.4281805295455 51.888864175856,13.9024347133056 51.874723530085)";0.784920867;1334.365474;1700;1;;1334.365474;1334.365474
l590;"SRID=4326;LINESTRING(14.4281805295455 51.888864175856,13.9024347133056 51.874723530085)";0.784631429;1333.873429;1700;1;;1333.873429;1333.873429
l591;"SRID=4326;LINESTRING(13.3823234132251 51.3559961800368,14.5081092115389 51.4137104048148)";0.313172818;532.3937904;1700;1;;-532.3937904;532.3937904
l592;"SRID=4326;LINESTRING(13.3823234132251 51.3559961800368,14.5081092115389 51.4137104048148)";0.313132825;532.3258021;1700;1;;-532.3258021;532.3258021
l593;"SRID=4326;LINESTRING(14.4281805295455 51.888864175856,13.3823234132251 51.3559961800368)";0.525870967;894;1700;1;;893.9806446;893.9806446
l594;"SRID=4326;LINESTRING(14.4281805295455 51.888864175856,13.3823234132251 51.3559961800368)";0.526000825;894;1700;1;;894.2014023;894.2014023
l595;"SRID=4326;LINESTRING(9.09711497138979 48.8277733233867,9.04543499281662 48.9029620391364)";0.685577016;335.9327379;490;1;;-335.9327379;335.9327379
l596;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.9322184779311 52.1933124598334)";0.141074358;69.12643558;490;1;;69.12643558;69.12643558
l597;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.62886498196432 51.9936340947976)";0.030063866;29.46258874;980;2;;29.46258874;29.46258874
l598;"SRID=4326;LINESTRING(8.62886498196432 51.9936340947976,8.9322184779311 52.1933124598334)";0.145217492;71.1565713;490;1;;71.1565713;71.1565713
l599;"SRID=4326;LINESTRING(10.0604081360095 54.3487708354365,9.72699275106814 54.2914209859116)";0.11008269;53.94051811;490;1;;-53.94051811;53.94051811
l600;"SRID=4326;LINESTRING(10.1562825155965 54.2755482828972,10.0604081360095 54.3487708354365)";0.118562162;58.0954592;490;1;;-58.0954592;58.0954592
l601;"SRID=4326;LINESTRING(9.20210266340539 53.8951623622383,9.44963659025525 53.9672865006218)";0.123961586;60.7411769;490;1;;60.7411769;60.7411769
l602;"SRID=4326;LINESTRING(6.99647662277982 49.3754093214106,6.70228544511704 49.8289944400988)";0.563197305;275.9666795;490;1;;-275.9666795;275.9666795
l603;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.95807590404246 47.595477987414)";0.712935343;698.6766365;980;2;;-698.6766365;698.6766365
l604;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.95807590404246 47.595477987414)";0.287447252;977;3400;2;;-977.3206575;977.3206575
l605;"SRID=4326;LINESTRING(8.25885999852837 47.634211656147,8.04936553586669 47.5508771216161)";0.037106234;63.08059821;1700;1;;63.08059821;63.08059821
l606;"SRID=4326;LINESTRING(8.25885999852837 47.634211656147,8.23211264237636 47.5560892850149)";0.267139209;454.1366546;1700;1;;454.1366546;454.1366546
l607;"SRID=4326;LINESTRING(8.25885999852837 47.634211656147,8.23211264237636 47.5560892850149)";0.451189276;221.0827451;490;1;;221.0827451;221.0827451
l608;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.7525434408724 47.5391133569052)";0.179057615;304.3979458;1700;1;;304.3979458;304.3979458
l609;"SRID=4326;LINESTRING(8.61664770595698 48.0659538545522,8.04936553586669 47.5508771216161)";0.415170151;705.7892568;1700;1;;705.7892568;705.7892568
l610;"SRID=4326;LINESTRING(9.01340237137239 47.84534861265,8.8615258022405 47.8064353563593)";0.197587409;96.81783051;490;1;;-96.81783051;96.81783051
l611;"SRID=4326;LINESTRING(8.25192553682682 47.6397698245713,8.8615258022405 47.8064353563593)";0.090387099;44.28967851;490;1;;44.28967851;44.28967851
l612;"SRID=4326;LINESTRING(13.1456729795316 55.5016026150068,10.802357996432 53.897547454034)";0.003708175;6.30389666;1700;1;;6.30389666;6.30389666
l613;"SRID=4326;LINESTRING(8.25192553682682 47.6397698245713,8.25885999852837 47.634211656147)";0.329780595;161.5924915;490;1;;161.5924915;161.5924915
l614;"SRID=4326;LINESTRING(9.19078746567264 48.9144168850357,9.04543499281662 48.9029620391364)";0.338989892;576.2828156;1700;1;;576.2828156;576.2828156
l615;"SRID=4326;LINESTRING(9.21565020993259 48.8523053561223,9.04543499281662 48.9029620391364)";0.595336772;1,012;1700;1;;-1012.072513;1012.072513
l616;"SRID=4326;LINESTRING(10.4012810931809 48.5146095739848,10.3917760727113 48.51846091102)";0.001715388;8.748479352;5100;3;;-8.748479352;8.748479352
l617;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.7375726951153 51.7001693121241)";0.546692585;267.8793666;490;1;;-267.8793666;267.8793666
l618;"SRID=4326;LINESTRING(9.98853665499904 53.7662776782512,10.6414677999401 53.9191626781128)";0.358409444;175.6206278;490;1;;-175.6206278;175.6206278
l619;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,11.3269542156337 49.3934813535393)";0.461071468;225.9250191;490;1;;225.9250191;225.9250191
l620;"SRID=4326;LINESTRING(9.15135403252636 49.1433834351561,10.1174867467825 48.8971053680956)";0.224185189;109.8507427;490;1;;109.8507427;109.8507427
l621;"SRID=4326;LINESTRING(9.21565020993259 48.8523053561223,9.40058897366435 48.6669524232075)";0.209282371;355.7800306;1700;1;;355.7800306;355.7800306
l622;"SRID=4326;LINESTRING(8.67371735734288 49.2904393997661,8.62320969485988 49.356582256425)";0.783226578;383.7810234;490;1;;383.7810234;383.7810234
l623;"SRID=4326;LINESTRING(9.19078746567264 48.9144168850357,9.04543499281662 48.9029620391364)";0.338989892;576.2828156;1700;1;;576.2828156;576.2828156
l624;"SRID=4326;LINESTRING(10.8431178304875 49.3786927451193,11.3269542156337 49.3934813535393)";0.461071468;225.9250191;490;1;;225.9250191;225.9250191
l625;"SRID=4326;LINESTRING(9.52960514781347 53.618990731832,9.48789511822337 53.6365577774589)";0.074558564;36.53369615;490;1;;36.53369615;36.53369615
l626;"SRID=4326;LINESTRING(9.50178971212981 53.5428143880013,9.52960514781347 53.618990731832)";0.465977165;456.6576217;980;2;;456.6576217;456.6576217
l627;"SRID=4326;LINESTRING(9.52960514781347 53.618990731832,9.49151084954643 53.658098307544)";0.070749996;34.66749783;490;1;;34.66749783;34.66749783
l628;"SRID=4326;LINESTRING(9.49151084954643 53.658098307544,9.48789511822337 53.6365577774589)";0.051065714;25.02219981;490;1;;-25.02219981;25.02219981
l629;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.7525434408724 47.5391133569052)";0.152474098;259.2059674;1700;1;;259.2059674;259.2059674
l630;"SRID=4326;LINESTRING(7.47224785884145 47.6466324195086,8.04936553586669 47.5508771216161)";0.127224129;216.2810185;1700;1;;-216.2810185;216.2810185
l631;"SRID=4326;LINESTRING(13.0818771402069 48.2565212678656,13.4428542096901 48.4345464156274)";0.190862158;93.52245731;490;1;;93.52245731;93.52245731
l632;"SRID=4326;LINESTRING(13.0818771402069 48.2565212678656,13.4428542096901 48.4345464156274)";0.191259526;93.71716766;490;1;;93.71716766;93.71716766
l633;"SRID=4326;LINESTRING(13.7106901435785 48.5193051781923,13.4428542096901 48.4345464156274)";0.022681792;11.11407785;490;1;;-11.11407785;11.11407785
l634;"SRID=4326;LINESTRING(13.7106901435785 48.5193051781923,13.4428542096901 48.4345464156274)";0.022615018;11.08135865;490;1;;-11.08135865;11.08135865
l635;"SRID=4326;LINESTRING(9.91814868737007 52.3799963378317,10.0876468394791 52.3151305685128)";0.039549642;19.37932455;490;1;;-19.37932455;19.37932455
l636;"SRID=4326;LINESTRING(7.31136230953603 53.1257665914164,6.02502881768955 54.3540286881643)";0.016691801;28.37606181;1700;1;;28.37606181;28.37606181
l637;"SRID=4326;LINESTRING(7.31136230953603 53.1257665914164,6.02503294993986 54.3549329994864)";0.002790191;4.743323876;1700;1;;4.743323876;4.743323876
l638;"SRID=4326;LINESTRING(9.42551240461559 48.06435084547,8.25885999852837 47.634211656147)";0.260871984;127.8272723;490;1;;127.8272723;127.8272723
l639;"SRID=4326;LINESTRING(9.42551240461559 48.06435084547,8.25885999852837 47.634211656147)";0.166658724;283.319831;1700;1;;283.319831;283.319831
l640;"SRID=4326;LINESTRING(9.72699275106814 54.2914209859116,9.31819528207498 54.7160494380133)";0.683757867;335.0413547;490;1;;335.0413547;335.0413547
l641;"SRID=4326;LINESTRING(8.35233395252327 49.4212743450173,8.50180857459037 49.4449115329164)";0.405101862;396.9998251;980;2;;396.9998251;396.9998251
l642;"SRID=4326;LINESTRING(9.09183530449903 49.2946188998807,8.62320969485988 49.356582256425)";0.348645974;170.8365274;490;1;;170.8365274;170.8365274
l643;"SRID=4326;LINESTRING(9.09183530449903 49.2946188998807,9.44691873439718 49.5902629413636)";0.203502993;345.9550884;1700;1;;345.9550884;345.9550884
l644;"SRID=4326;LINESTRING(8.66378320316657 49.3600874127032,8.62320969485988 49.356582256425)";0.144723369;141.828902;980;2;;-141.828902;141.828902
l645;"SRID=4326;LINESTRING(9.56710206574622 51.325257359953,9.38765132401603 51.6407335383064)";1;980;980;2;;980;980
l646;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.95921954402561 47.5783599815231)";0.05182758;25.39551397;490;1;;25.39551397;25.39551397
l647;"SRID=4326;LINESTRING(8.34912613148193 49.0130521548118,8.31334018942867 49.0090434774209)";0.057382712;56.23505787;980;2;;-56.23505787;56.23505787
l648;"SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.36422958832611 51.9271205112378)";0.683237794;1,162;1700;1;;-1161.50425;1161.50425
l649;"SRID=4326;LINESTRING(10.369230142447 52.1670924591566,10.4203896078253 52.1652004518716)";0.071017563;69.59721192;980;2;;69.59721192;69.59721192
l650;"SRID=4326;LINESTRING(10.369230142447 52.1670924591566,10.3884722351089 52.1513649609601)";0.12718358;124.6399088;980;2;;-124.6399088;124.6399088
l651;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.0025899280761 50.8659127554399)";0.058100696;28.469341;490;1;;-28.469341;28.469341
l652;"SRID=4326;LINESTRING(9.25103429423424 53.1144323213021,8.82002488536158 53.1073883123751)";0.415971415;203.8259936;490;1;;203.8259936;203.8259936
l653;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.4772465439526 50.753120094381)";0.218185309;106.9108016;490;1;;106.9108016;106.9108016
l654;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,7.75349549403634 48.0993557332288)";0.540864582;919.4697899;1700;1;;919.4697899;919.4697899
l655;"SRID=4326;LINESTRING(6.75552343093251 49.3648696290977,6.74970012443072 49.3651763762001)";0.638499222;312.864619;490;1;;-312.864619;312.864619
l656;"SRID=4326;LINESTRING(6.75552343093251 49.3648696290977,6.76601568493305 49.3600771974691)";0.042831715;20.98754012;490;1;;20.98754012;20.98754012
l657;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.30626269672421 49.0128258799272)";0.032742905;55.66293906;1700;1;;-55.66293906;55.66293906
l658;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,13.3264050703954 50.3463722141376)";0.821608601;1,397;1700;1;;1396.734621;1396.734621
l659;"SRID=4326;LINESTRING(8.47470705828713 53.4286512121137,8.47791063608626 53.428485495717)";0.032792632;55.74747507;1700;1;;55.74747507;55.74747507
l660;"SRID=4326;LINESTRING(8.47470705828713 53.4286512121137,8.47791063608626 53.428485495717)";0.038350706;65.19619966;1700;1;;65.19619966;65.19619966
l661;"SRID=4326;LINESTRING(8.05408740677995 53.332302708936,8.05283756803222 53.3338809660191)";0.691394945;338.7835231;490;1;;338.7835231;338.7835231
l662;"SRID=4326;LINESTRING(8.05408740677995 53.332302708936,8.05283756803222 53.3338809660191)";0.874951125;428.7260513;490;1;;428.7260513;428.7260513
l663;"SRID=4326;LINESTRING(10.7610404155909 52.3677293936344,10.9993330683763 52.2001420103124)";0.224811689;382.1798706;1700;1;;-382.1798706;382.1798706
l664;"SRID=4326;LINESTRING(9.72699275106814 54.2914209859116,9.31819528207498 54.7160494380133)";0.683790256;335.0572254;490;1;;335.0572254;335.0572254
l665;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.8132329291411 48.2212664672329)";0.314603635;154.1557811;490;1;;-154.1557811;154.1557811
l666;"SRID=4326;LINESTRING(10.4149924241538 53.4126068813272,10.1575057595216 53.5551266364644)";0.158600353;269.6206005;1700;1;;269.6206005;269.6206005
l667;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.44131550430227 49.2514026918789)";0.170327591;289.5569041;1700;1;;289.5569041;289.5569041
l668;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.4407746571386 48.1718035686213)";0.065340882;111.0794987;1700;1;;111.0794987;111.0794987
l669;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.95921954402561 47.5783599815231)";0.051854171;25.40854399;490;1;;25.40854399;25.40854399
l670;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.95921954402561 47.5783599815231)";0.052269863;25.61223286;490;1;;25.61223286;25.61223286
l671;"SRID=4326;LINESTRING(7.95807590404246 47.595477987414,7.95921954402561 47.5783599815231)";0.052242843;25.59899315;490;1;;25.59899315;25.59899315
l672;"SRID=4326;LINESTRING(9.34476101692227 53.9218370813918,9.20210266340539 53.8951623622383)";0.04460944;75.8360484;1700;1;;-75.8360484;75.8360484
l673;"SRID=4326;LINESTRING(9.77654483603303 53.6906352940911,9.52960514781347 53.618990731832)";0.361148268;176.9626514;490;1;;-176.9626514;176.9626514
l674;"SRID=4326;LINESTRING(7.97775309227087 47.3672238510066,8.04936553586669 47.5508771216161)";0.223489274;379.9317653;1700;1;;-379.9317653;379.9317653
l675;"SRID=4326;LINESTRING(9.50178971212981 53.5428143880013,9.25103429423424 53.1144323213021)";0.243616996;414.1488936;1700;1;;-414.1488936;414.1488936
l676;"SRID=4326;LINESTRING(9.50178971212981 53.5428143880013,9.25103429423424 53.1144323213021)";0.24360314;414.1253383;1700;1;;-414.1253383;414.1253383
l677;"SRID=4326;LINESTRING(12.3374245625186 51.1969579483496,11.1228546271538 50.9989090757631)";0.211191687;359.0258681;1700;1;;359.0258681;359.0258681
l678;"SRID=4326;LINESTRING(13.2115276810432 52.5806278358522,13.2490284051015 52.5316239158784)";0.05669181;96.37607631;1700;1;;-96.37607631;96.37607631
l679;"SRID=4326;LINESTRING(8.18338852854702 47.5989602180392,8.23211264237636 47.5560892850149)";0.240566154;408.9624619;1700;1;;-408.9624619;408.9624619
l680;"SRID=4326;LINESTRING(8.18338852854702 47.5989602180392,8.04936553586669 47.5508771216161)";0.341181684;580.0088626;1700;1;;-580.0088626;580.0088626
l681;"SRID=4326;LINESTRING(8.18338852854702 47.5989602180392,8.18355961654331 47.601323769444)";0.239293844;406.7995345;1700;1;;406.7995345;406.7995345
l682;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,8.23211264237636 47.5560892850149)";0.164186963;80.45161206;490;1;;80.45161206;80.45161206
l683;"SRID=4326;LINESTRING(13.1034346835086 48.6667929839894,12.082254511457 49.2974477819197)";0.970711951;475.648856;490;1;;-475.648856;475.648856
l684;"SRID=4326;LINESTRING(7.97117863459035 47.5457833450791,7.67266489314443 47.5201252480429)";0.340165869;166.681276;490;1;;166.681276;166.681276
l685;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.97117863459035 47.5457833450791)";0.339286655;166.2504609;490;1;;166.2504609;166.2504609
l686;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.64882434914906 47.0942208251304)";0.081419956;138.4139253;1700;1;;-138.4139253;138.4139253
l687;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.25880632792152 47.3376495939671)";0.162171487;275.6915272;1700;1;;275.6915272;275.6915272
l688;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.79188134171127 47.1549422792263)";0.340166976;166.6818182;490;1;;166.6818182;166.6818182
l689;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.94658892662442 47.3175289476011)";0.340166976;166.6818182;490;1;;166.6818182;166.6818182
l690;"SRID=4326;LINESTRING(8.04936553586669 47.5508771216161,7.97327497114949 47.365586324211)";0.239941388;407.90036;1700;1;;407.90036;407.90036
l691;"SRID=4326;LINESTRING(6.27694180505096 49.1977400931517,6.77320788478575 49.2910742282334)";0.020800786;35.36133676;1700;1;;-35.36133676;35.36133676
l692;"SRID=4326;LINESTRING(9.04741271801621 51.1677872449186,9.05036513764223 51.1673238667951)";0;0;3400;2;;0;0
l693;"SRID=4326;LINESTRING(6.45655251893853 50.8713380734833,6.2140153990158 50.943899913974)";0.417356886;709.5067061;1700;1;;709.5067061;709.5067061
l694;"SRID=4326;LINESTRING(6.21619298912827 50.9123618338628,6.2140153990158 50.943899913974)";0.120790901;205.344531;1700;1;;-205.344531;205.344531
l695;"SRID=4326;LINESTRING(5.91852741859707 51.148426414922,6.2140153990158 50.943899913974)";0.221734696;376.9489827;1700;1;;-376.9489827;376.9489827
l696;"SRID=4326;LINESTRING(10.9662584489437 47.2695305015289,11.2869439219167 47.4928625176028)";0.448333524;219.6834268;490;1;;-219.6834268;219.6834268
