l_id;v_id_1;v_id_2;wkt_srid_4326;1;voltage;cables;wires;frequency;name;operator;ref;length_m;r_ohmkm;x_ohmkm;c_nfkm;i_th_max_a;from_relation
727;450;451;"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41658261384975 51.4607823586596)";;380000;3;4;50;Witten West;Amprion;;455;0.025;0.25;13.7;2.6;1082817
728;112;451;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.41658261384975 51.4607823586596)";;380000;3;4;50;Witten West;Amprion;;16266;0.025;0.25;13.7;2.6;1082817
729;109;451;"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.41658261384975 51.4607823586596)";;380000;3;4;50;Witten West;Amprion;;8291;0.025;0.25;13.7;2.6;1082817
730;119;453;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.53303653131644 50.3922427776709)";;380000;3;4;50;Selhausen West;Amprion;;60217;0.025;0.25;13.7;2.6;1082945
731;100;453;"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.53303653131644 50.3922427776709)";;380000;3;4;50;Selhausen West;Amprion;;58563;0.025;0.25;13.7;2.6;1082945
732;452;453;"SRID=4326;LINESTRING(6.53175001008574 50.39005126464,6.53303653131644 50.3922427776709)";;380000;3;4;50;Selhausen West;Amprion;;344;0.025;0.25;13.7;2.6;1082945
733;124;454;"SRID=4326;LINESTRING(6.61240231530956 51.0359242594819,6.60879226770999 51.0346787720857)";;380000;3;4;50;Neurath 2b;Amprion;;376;0.025;0.25;13.7;2.6;1082950
734;125;454;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.60879226770999 51.0346787720857)";;380000;3;4;50;Neurath 2b;Amprion;;35531;0.025;0.25;13.7;2.6;1082950
735;131;454;"SRID=4326;LINESTRING(6.80109333956604 51.1225390518584,6.60879226770999 51.0346787720857)";;380000;3;4;50;Neurath 2b;Amprion;;226;0.025;0.25;13.7;2.6;1082950
736;455;456;"SRID=4326;LINESTRING(6.80890624663756 51.2686075940546,6.72033167479422 51.3441235773954)";;380000;3;4;50;Meerbusch West;Amprion;;13640;0.025;0.25;13.7;2.6;1082951
737;173;456;"SRID=4326;LINESTRING(6.62284323546559 51.258713368098,6.72033167479422 51.3441235773954)";;380000;3;4;50;Meerbusch West;Amprion;;16533;0.025;0.25;13.7;2.6;1082951
738;184;456;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.72033167479422 51.3441235773954)";;380000;3;4;50;Meerbusch West;Amprion;;23236;0.025;0.25;13.7;2.6;1082951
739;452;453;"SRID=4326;LINESTRING(6.53175001008574 50.39005126464,6.53303653131644 50.3922427776709)";;380000;3;4;50;Selhausen Ost;Amprion;;341;0.025;0.25;13.7;2.6;1082968
740;119;453;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.53303653131644 50.3922427776709)";;380000;3;4;50;Selhausen Ost;Amprion;;60217;0.025;0.25;13.7;2.6;1082968
741;100;453;"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.53303653131644 50.3922427776709)";;380000;3;4;50;Selhausen Ost;Amprion;;58563;0.025;0.25;13.7;2.6;1082968
742;144;457;"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.13937473425833 51.5608313916517)";;220000;3;2;50;Hochlarmark West;Amprion;;11605;0.08;0.32;11.5;1.3;1082978
743;140;457;"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.13937473425833 51.5608313916517)";;220000;3;2;50;Hochlarmark West;Amprion;;10574;0.08;0.32;11.5;1.3;1082978
744;87;457;"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.13937473425833 51.5608313916517)";;220000;3;2;50;Hochlarmark West;Amprion;;17383;0.08;0.32;11.5;1.3;1082978
745;165;458;"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.41946378046051 51.4575100936229)";;220000;3;2;50;Haarstrang Ost;Amprion;;76723;0.08;0.32;11.5;1.3;1082988
746;141;458;"SRID=4326;LINESTRING(7.2789471130269 51.4722816773138,7.41946378046051 51.4575100936229)";;220000;3;2;50;Haarstrang Ost;Amprion;;12092;0.08;0.32;11.5;1.3;1082988
747;450;458;"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41946378046051 51.4575100936229)";;220000;3;2;50;Haarstrang Ost;Amprion;;140;0.08;0.32;11.5;1.3;1082988
748;106;460;"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.17920262035811 51.4218244823956)";;220000;3;2;50;Welper Ost;Amprion;;5295;0.08;0.32;11.5;1.3;1082991
749;144;460;"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.17920262035811 51.4218244823956)";;220000;3;2;50;Welper Ost;Amprion;;6850;0.08;0.32;11.5;1.3;1082991
750;459;460;"SRID=4326;LINESTRING(7.19597933005019 51.4115753148661,7.17920262035811 51.4218244823956)";;220000;3;2;50;Welper Ost;Amprion;;1686;0.08;0.32;11.5;1.3;1082991
751;199;462;"SRID=4326;LINESTRING(7.44506930371379 51.6185000869374,7.34371334412713 51.6131049439167)";;220000;3;1;50;Elmenhorst Süd;Amprion;;9879;0.16;0.64;5.75;0.65;1082993
752;140;462;"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.34371334412713 51.6131049439167)";;220000;3;1;50;Elmenhorst Süd;Amprion;;7666;0.16;0.64;5.75;0.65;1082993
753;461;462;"SRID=4326;LINESTRING(7.32427958320741 51.6213874676194,7.34371334412713 51.6131049439167)";;220000;3;1;50;Elmenhorst Süd;Amprion;;1719;0.16;0.64;5.75;0.65;1082993
754;461;462;"SRID=4326;LINESTRING(7.32427958320741 51.6213874676194,7.34371334412713 51.6131049439167)";;220000;3;1;50;Cappenberg Nord;Amprion;;1719;0.16;0.64;5.75;0.65;1082995
755;165;462;"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.34371334412713 51.6131049439167)";;220000;3;1;50;Cappenberg Nord;Amprion;;29538;0.16;0.64;5.75;0.65;1082995
756;140;462;"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.34371334412713 51.6131049439167)";;220000;3;1;50;Cappenberg Nord;Amprion;;7656;0.16;0.64;5.75;0.65;1082995
757;184;463;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.52272548882226 51.3224954692993)";;220000;3;1;50;Utfort West;Amprion;;21120;0.16;0.64;5.75;0.65;1083000
758;153;463;"SRID=4326;LINESTRING(6.33006858948983 51.2429161503794,6.52272548882226 51.3224954692993)";;220000;3;1;50;Utfort West;Amprion;;22758;0.16;0.64;5.75;0.65;1083000
759;176;463;"SRID=4326;LINESTRING(6.54240844257145 51.2994458149911,6.52272548882226 51.3224954692993)";;220000;3;1;50;Utfort West;Amprion;;3463;0.16;0.64;5.75;0.65;1083000
760;117;465;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.92909269080674 50.8441529722133)";;220000;3;2;50;Godorf Ost;Amprion;;6532;0.08;0.32;11.5;1.3;1083936
761;464;465;"SRID=4326;LINESTRING(6.96330545403678 50.8337629177582,6.92909269080674 50.8441529722133)";;220000;3;2;50;Godorf Ost;Amprion;;3015;0.08;0.32;11.5;1.3;1083936
762;134;465;"SRID=4326;LINESTRING(6.80461158012622 50.9662452961379,6.92909269080674 50.8441529722133)";;220000;3;2;50;Godorf Ost;Amprion;;17868;0.08;0.32;11.5;1.3;1083936
763;466;467;"SRID=4326;LINESTRING(7.09582671880563 50.8268716757217,7.09435790958289 50.8269670893312)";;220000;3;2;50;Gremberghoven Ost;Amprion;;100;0.08;0.32;11.5;1.3;1083940
764;150;467;"SRID=4326;LINESTRING(7.0473845241055 50.9055286094924,7.09435790958289 50.8269670893312)";;220000;3;2;50;Gremberghoven Ost;Amprion;;12128;0.08;0.32;11.5;1.3;1083940
765;149;467;"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.09435790958289 50.8269670893312)";;220000;3;2;50;Gremberghoven Ost;Amprion;;8449;0.08;0.32;11.5;1.3;1083940
766;105;469;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.65066741434228 51.5537022721424)";;220000;3;1;50;Wesel Ost;Amprion;;10851;0.16;0.64;5.75;0.65;1167322
767;468;469;"SRID=4326;LINESTRING(6.57729057687864 51.5563911802085,6.65066741434228 51.5537022721424)";;220000;3;1;50;Wesel Ost;Amprion;;5443;0.16;0.64;5.75;0.65;1167322
768;184;469;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.65066741434228 51.5537022721424)";;220000;3;1;50;Wesel Ost;Amprion;;9235;0.16;0.64;5.75;0.65;1167322
769;110;470;"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.82599043340792 51.7500675542728)";;380000;3;4;50;Uentrop Nord;Amprion;;14875;0.025;0.25;13.7;2.6;1547589
770;90;470;"SRID=4326;LINESTRING(7.54571772261949 51.9703244223875,7.82599043340792 51.7500675542728)";;380000;3;4;50;Uentrop Nord;Amprion;;42332;0.025;0.25;13.7;2.6;1547589
771;165;470;"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.82599043340792 51.7500675542728)";;380000;3;4;50;Uentrop Nord;Amprion;;12433;0.025;0.25;13.7;2.6;1547589
772;464;471;"SRID=4326;LINESTRING(6.96330545403678 50.8337629177582,6.9289790539233 50.84381694694)";;220000;3;2;50;Olefin West;Amprion;;3030;0.08;0.32;11.5;1.3;1548410
773;134;471;"SRID=4326;LINESTRING(6.80461158012622 50.9662452961379,6.9289790539233 50.84381694694)";;220000;3;2;50;Olefin West;Amprion;;17906;0.08;0.32;11.5;1.3;1548410
774;117;471;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.9289790539233 50.84381694694)";;220000;3;2;50;Olefin West;Amprion;;6494;0.08;0.32;11.5;1.3;1548410
775;472;473;"SRID=4326;LINESTRING(7.9939591196577 51.823095434189,7.83402074322725 51.7550403464858)";;380000;3;4;50;Gersteinwerk Ost;Amprion;;13579;0.025;0.25;13.7;2.6;1610621
776;110;473;"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.83402074322725 51.7550403464858)";;380000;3;4;50;Gersteinwerk Ost;Amprion;;14635;0.025;0.25;13.7;2.6;1610621
777;165;473;"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.83402074322725 51.7550403464858)";;380000;3;4;50;Gersteinwerk Ost;Amprion;;13222;0.025;0.25;13.7;2.6;1610621
778;474;475;"SRID=4326;LINESTRING(9.14517687189382 52.8532464360106,9.13794792584036 52.8470269944345)";;220000;3;2;50;Leitung 2010/2023;TenneT;1;797;0.08;0.32;11.5;1.3;1631562
779;201;475;"SRID=4326;LINESTRING(9.25103425143703 53.1144323051271,9.13794792584036 52.8470269944345)";;220000;3;2;50;Leitung 2010/2023;TenneT;1;33866;0.08;0.32;11.5;1.3;1631562
780;2;475;"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.13794792584036 52.8470269944345)";;220000;3;2;50;Leitung 2010/2023;TenneT;1;42718;0.08;0.32;11.5;1.3;1631562
781;265;477;"SRID=4326;LINESTRING(8.10495957410199 52.2642613740358,8.33466775124759 52.07052004268)";;220000;3;1;50;Halle West;Amprion;;28125;0.16;0.64;5.75;0.65;1633668
782;476;477;"SRID=4326;LINESTRING(8.31888925383353 52.0660374597241,8.33466775124759 52.07052004268)";;220000;3;1;50;Halle West;Amprion;;1188;0.16;0.64;5.75;0.65;1633668
783;157;477;"SRID=4326;LINESTRING(8.364229530696 51.9271204904611,8.33466775124759 52.07052004268)";;220000;3;1;50;Halle West;Amprion;;18526;0.16;0.64;5.75;0.65;1633668
784;136;478;"SRID=4326;LINESTRING(7.93077008561427 51.6729710197069,7.9818783185962 51.6766515664854)";;380000;3;4;50;Geithe West;Amprion;;4089;0.025;0.25;13.7;2.6;1703254
785;110;478;"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9818783185962 51.6766515664854)";;380000;3;4;50;Geithe West;Amprion;;1127;0.025;0.25;13.7;2.6;1703254
786;253;478;"SRID=4326;LINESTRING(7.98122159643085 51.6735262619046,7.9818783185962 51.6766515664854)";;380000;3;4;50;Geithe West;Amprion;;243;0.025;0.25;13.7;2.6;1703254
787;226;480;"SRID=4326;LINESTRING(9.79733602695253 52.0008392513306,9.8524162497002 51.8987652474175)";;220000;3;1;50;Leitung 2030/2001;TenneT;2030/2001;13340;0.16;0.64;5.75;0.65;1740849
788;479;480;"SRID=4326;LINESTRING(9.92382983732643 51.8975617615529,9.8524162497002 51.8987652474175)";;220000;3;1;50;Leitung 2030/2001;TenneT;2030/2001;5244;0.16;0.64;5.75;0.65;1740849
789;259;480;"SRID=4326;LINESTRING(9.85139357253472 51.6491352399809,9.8524162497002 51.8987652474175)";;220000;3;1;50;Leitung 2030/2001;TenneT;2030/2001;30649;0.16;0.64;5.75;0.65;1740849
790;259;480;"SRID=4326;LINESTRING(9.85139357253472 51.6491352399809,9.8524162497002 51.8987652474175)";;220000;3;1;50;Leitung 2001;TenneT;2001;30650;0.16;0.64;5.75;0.65;1740852
791;479;480;"SRID=4326;LINESTRING(9.92382983732643 51.8975617615529,9.8524162497002 51.8987652474175)";;220000;3;1;50;Leitung 2001;TenneT;2001;5244;0.16;0.64;5.75;0.65;1740852
792;6;480;"SRID=4326;LINESTRING(9.91814864613865 52.3799963125719,9.8524162497002 51.8987652474175)";;220000;3;1;50;Leitung 2001;TenneT;2001;61001;0.16;0.64;5.75;0.65;1740852
793;301;481;"SRID=4326;LINESTRING(10.2358631058452 52.2934595399896,9.4136812208929 52.0274828920508)";;380000;3;4;50;Leitung 3019/3026/3027;;"3019;3026;3027";76464;0.025;0.25;13.7;2.6;2318069
794;3;481;"SRID=4326;LINESTRING(9.38974509624863 52.0263130660355,9.4136812208929 52.0274828920508)";;380000;3;4;50;Leitung 3019/3026/3027;;"3019;3026;3027";1614;0.025;0.25;13.7;2.6;2318069
795;210;481;"SRID=4326;LINESTRING(9.40952032742215 52.034316665873,9.4136812208929 52.0274828920508)";;380000;3;4;50;Leitung 3019/3026/3027;;"3019;3026;3027";856;0.025;0.25;13.7;2.6;2318069
796;299;482;"SRID=4326;LINESTRING(10.0876467999739 52.3151305547947,10.3552149923206 52.1758109606876)";;220000;3;2;50;Leitung 2019/2027/2029;TenneT;2;29267;0.08;0.32;11.5;1.3;3113412
797;298;482;"SRID=4326;LINESTRING(10.4195406346214 52.2369606619834,10.3552149923206 52.1758109606876)";;220000;3;2;50;Leitung 2019/2027/2029;TenneT;2;8465;0.08;0.32;11.5;1.3;3113412
798;297;482;"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.3552149923206 52.1758109606876)";;220000;3;2;50;Leitung 2019/2027/2029;TenneT;2;1433;0.08;0.32;11.5;1.3;3113412
799;315;484;"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.7037422782749 47.826415980499)";;380000;3;4;;K12;;;50233;0.025;0.25;13.7;2.6;3710280
800;483;484;"SRID=4326;LINESTRING(10.7027318899547 47.8264597977002,10.7037422782749 47.826415980499)";;380000;3;4;;K12;;;88;0.025;0.25;13.7;2.6;3710280
801;247;484;"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.7037422782749 47.826415980499)";;380000;3;4;;K12;;;30408;0.025;0.25;13.7;2.6;3710280
802;485;487;"SRID=4326;LINESTRING(10.1949334440241 47.9709368782958,10.6418025411196 48.0258492685192)";;220000;3;2;;;;O11;42986;0.08;0.32;11.5;1.3;3710285
803;315;487;"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.6418025411196 48.0258492685192)";;220000;3;2;;;;O11;37574;0.08;0.32;11.5;1.3;3710285
804;486;487;"SRID=4326;LINESTRING(10.6412867739286 48.0274512409907,10.6418025411196 48.0258492685192)";;220000;3;2;;;;O11;117;0.08;0.32;11.5;1.3;3710285
805;421;488;"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,8.67009921732699 49.3092022842852)";;380000;3;;;HD-Neurott - Hüffenhardt;;;31831;;;;;3767047
806;56;488;"SRID=4326;LINESTRING(8.62320967451897 49.3565822492832,8.67009921732699 49.3092022842852)";;380000;3;;;HD-Neurott - Hüffenhardt;;;7598;;;;;3767047
807;413;488;"SRID=4326;LINESTRING(8.67371728898445 49.2904393851271,8.67009921732699 49.3092022842852)";;380000;3;;;HD-Neurott - Hüffenhardt;;;2205;;;;;3767047
808;489;490;"SRID=4326;LINESTRING(9.22808874457675 51.8124533663924,9.23187002273009 51.810119094224)";;380000;3;;;;TenneT;3012;261;;;;;3862868
809;3;490;"SRID=4326;LINESTRING(9.38974509624863 52.0263130660355,9.23187002273009 51.810119094224)";;380000;3;;;;TenneT;3012;28944;;;;;3862868
810;303;490;"SRID=4326;LINESTRING(9.38765125748855 51.640733525594,9.23187002273009 51.810119094224)";;380000;3;;;;TenneT;3012;27913;;;;;3862868
811;233;491;"SRID=4326;LINESTRING(9.88551509756969 48.3040743584705,10.2341629653667 48.5289320393823)";;380000;3;;50;Delmensingen - Niederstotzingen - Rotensohl;;;40726;;;;;3883860
812;394;491;"SRID=4326;LINESTRING(10.2224539935941 48.7367522347984,10.2341629653667 48.5289320393823)";;380000;3;;50;Delmensingen - Niederstotzingen - Rotensohl;;;26420;;;;;3883860
813;393;491;"SRID=4326;LINESTRING(10.231641549556 48.5297622792522,10.2341629653667 48.5289320393823)";;380000;3;;50;Delmensingen - Niederstotzingen - Rotensohl;;;246;;;;;3883860
814;391;494;"SRID=4326;LINESTRING(8.95464412133747 50.0860157333265,8.74326052934848 50.1623379810729)";;220000;9;;;Staudinger - Dörnigheim - Frankfurt Nord;;;21038;;;;;3945262
815;492;494;"SRID=4326;LINESTRING(8.73513573367143 50.1591915403542,8.74326052934848 50.1623379810729)";;220000;9;;;Staudinger - Dörnigheim - Frankfurt Nord;;;770;;;;;3945262
816;493;494;"SRID=4326;LINESTRING(8.87225963914833 50.1297253197387,8.74326052934848 50.1623379810729)";;220000;9;;;Staudinger - Dörnigheim - Frankfurt Nord;;;661;;;;;3945262
817;23;440;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.45967747872262 53.8646574512707)";;220000;3;1;50;202 II;TenneT;;39532;0.16;0.64;5.75;0.65;5299662
818;402;440;"SRID=4326;LINESTRING(9.44963652666114 53.967286497351,9.45967747872262 53.8646574512707)";;220000;3;1;50;202 II;TenneT;;12335;0.16;0.64;5.75;0.65;5299662
819;26;440;"SRID=4326;LINESTRING(9.34400177215961 53.8517774635399,9.45967747872262 53.8646574512707)";;220000;3;1;50;202 II;TenneT;;9587;0.16;0.64;5.75;0.65;5299662
820;432;434;"SRID=4326;LINESTRING(10.9662583424068 47.2695304688802,11.2869438320852 47.4928624569052)";;220000;3;2;50;Silz (AT) - Krün (DE) - Oberbrunn II;;"250;251";42194;0.08;0.32;11.5;1.3;5308445
821;433;434;"SRID=4326;LINESTRING(11.2777210418419 47.4958726669837,11.2869438320852 47.4928624569052)";;220000;3;2;50;Silz (AT) - Krün (DE) - Oberbrunn II;;"250;251";806;0.08;0.32;11.5;1.3;5308445
822;19;434;"SRID=4326;LINESTRING(11.2939727001158 48.0520427719624,11.2869438320852 47.4928624569052)";;220000;3;2;50;Silz (AT) - Krün (DE) - Oberbrunn II;;"250;251";71413;0.08;0.32;11.5;1.3;5308445
823;272;495;"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.33223016559803 54.7210227584184)";;380000;6;2;50;Audorf - Jardelund;TenneT TSO GmbH;;1008;0.025;0.25;13.7;2.6;5502026
824;333;495;"SRID=4326;LINESTRING(9.19698235871826 54.8510986052119,9.33223016559803 54.7210227584184)";;380000;6;2;50;Audorf - Jardelund;TenneT TSO GmbH;;17345;0.025;0.25;13.7;2.6;5502026
825;398;495;"SRID=4326;LINESTRING(9.72460611042234 54.2882702503445,9.33223016559803 54.7210227584184)";;380000;6;2;50;Audorf - Jardelund;TenneT TSO GmbH;;64968;0.025;0.25;13.7;2.6;5502026
